Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
10/06/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,19,1.74,1.28,1.99,
10/06/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,,,per pound,10,3.99,3.99,3.99,
10/06/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,61,1.53,0.99,1.99,
10/06/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,6,0.88,0.88,0.88,
10/06/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,330,1.16,0.88,1.99,
10/06/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,223,2.95,2.49,2.99,
10/06/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,15,2.49,2.49,2.49,
10/06/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,145,2.5,2.5,2.5,
10/06/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,186,2.5,2.5,2.5,
10/06/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,100,1.18,0.88,1.69,
10/06/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,2,0.98,0.98,0.98,
10/06/2017,HAWAII,VEGETABLES,TOMATOES,,,,per pound,30,2.02,1.29,2.19,90
10/06/2017,ALASKA,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,3,1.28,1.28,1.28,
10/06/2017,ALASKA,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,28,1.36,1.28,1.99,
10/06/2017,ALASKA,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,25,3.99,3.99,3.99,
10/06/2017,ALASKA,VEGETABLES,"TOMATOES, CHERRY",,Y,,1 pint package,3,3.99,3.99,3.99,
10/06/2017,ALASKA,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,11,3,3,3,
10/06/2017,HAWAII,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,4,3.69,3.69,3.69,
10/06/2017,ALASKA,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,11,3,3,3,
10/06/2017,ALASKA,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,25,1.99,1.99,1.99,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,"1,328",1.1,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,,Y,,per pound,19,3.78,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,"2,203",1.55,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,"1,792",1.56,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,Y,Greenhouse,per pound,116,1.86,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,Y,,per pound,21,3.99,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"7,493",1.44,,,
10/13/2017,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,"1,202",2.56,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,26,2.42,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,Y,,1 pint package,11,3.96,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,456,2.18,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,656,2.37,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,"1,846",2.36,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,"1,213",2.74,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"1,662",1.1,,,
10/13/2017,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,15,1.49,,,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,52,1.75,1.49,1.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,753,1.99,1.38,2.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,465,1.65,0.99,1.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,Y,Greenhouse,per pound,29,1.49,1.49,1.49,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,Y,,per pound,21,3.99,3.99,3.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,013",1.63,0.78,2.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,26,2.59,2.49,2.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,145,2.03,0.99,2.68,
10/13/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,76,2.5,2.5,2.5,
10/13/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,494,2.43,2.29,2.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,702,1.3,0.98,1.99,
10/13/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,15,1.49,1.49,1.49,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,176,1.08,0.99,1.5,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,448,1.75,0.99,1.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,"1,400",1.32,0.96,1.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"3,814",1.4,0.99,2.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,43,2.99,2.99,2.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,111,1.98,1.98,2,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,46,1.8,1.5,1.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,995,2.3,2.29,2.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,468,2.58,2.49,2.99,
10/13/2017,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,76,1.24,0.79,1.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,274,1.31,0.69,1.69,
10/13/2017,MIDWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,342,1.37,1.29,1.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,35,1.55,0.96,1.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,029",1.33,0.89,1.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,622,1.99,1.99,1.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,26,2.42,2,3,
10/13/2017,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,174,2.44,0.99,3,
10/13/2017,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,108,2.74,1.5,2.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,184,2.96,2.49,2.99,
10/13/2017,MIDWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,172,1.49,0.99,1.99,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,,,per pound,623,0.98,0.77,1.49,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,Y,,per pound,19,3.78,3.78,3.78,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,369,1.18,0.68,1.69,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,15,0.88,0.88,0.88,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,Y,Greenhouse,per pound,87,1.98,1.98,1.98,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,904,1.4,0.88,2.79,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,51,3.99,3.99,3.99,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,11,2.5,2.5,2.5,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,278,2.2,1.79,2.99,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,95,2.12,1.99,2.5,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,313,2.84,2.49,2.99,
10/13/2017,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,444,0.78,0.34,1.19,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,141,0.82,0.5,1.99,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,168,1.99,1.99,1.99,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,393,1.39,0.98,2.29,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,438,3.08,0.88,3.49,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",,Y,,1 pint package,8,3.99,3.99,3.99,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,15,1.7,0.79,2.5,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,236,2.5,2,2.99,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,233,2.75,2.5,2.99,
10/13/2017,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,223,0.67,0.33,0.99,
10/13/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,49,1.51,0.88,1.99,
10/13/2017,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,294,1.62,0.79,1.99,
10/13/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,145,2.5,2.5,2.5,
10/13/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,26,2.71,2.5,3,
10/13/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,15,2.5,2.5,2.5,
10/13/2017,NORTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,17,1.29,1.29,1.29,
10/13/2017,ALASKA,VEGETABLES,TOMATOES,,,,per pound,3,1.59,1.59,1.59,
10/13/2017,HAWAII,VEGETABLES,TOMATOES,,,,per pound,10,1.59,1.59,1.59,40
10/13/2017,HAWAII,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,3,1.98,1.98,1.98,
10/13/2017,ALASKA,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,43,2.76,1.99,2.99,
10/13/2017,HAWAII,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,22,3.99,3.99,3.99,
10/13/2017,ALASKA,VEGETABLES,"TOMATOES, CHERRY",,Y,,1 pint package,3,3.89,3.89,3.89,
10/13/2017,ALASKA,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,3,2.78,2.78,2.78,
10/13/2017,ALASKA,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,6,1.24,0.98,1.49,
10/13/2017,HAWAII,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,22,1.99,1.99,1.99,100
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,"1,846",1.22,,,
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,,Y,,per pound,6,2.49,,,
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,8,3.99,,,
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,"1,561",1.66,,,
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,586,2.15,,,
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"4,994",1.63,,,
10/20/2017,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,430,2.78,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,24,2.19,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"3,195",1.91,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,486,2.27,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,890,2.76,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,332,2.37,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"1,863",1.21,,,
10/20/2017,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,374,1.49,,,
10/20/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,72,1.38,0.98,1.99,
10/20/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,,Y,,per pound,6,2.49,2.49,2.49,
10/20/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,633,1.88,1.29,1.99,
10/20/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,330,2.46,1.79,2.49,
10/20/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,438",1.79,0.89,2.99,
10/20/2017,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,40,2.94,2.49,2.99,
10/20/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,414,1.96,1.69,2.5,
10/20/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,139,2.1,1.5,3,
10/20/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,286,2.74,2.49,3.49,
10/20/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,29,2.99,2.99,2.99,
10/20/2017,NORTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,465,1.64,0.88,1.99,
