"week_start_date","avg_tmax","n_days"
2021-04-23,77.4285714285714,7
2021-04-30,88,7
2021-05-07,89.8571428571429,7
2021-05-14,88.4285714285714,7
2021-05-21,89.2857142857143,7
2021-05-28,94.5714285714286,7
2021-06-04,96.4285714285714,7
2021-06-11,107.428571428571,7
2021-06-18,101.285714285714,7
2021-06-25,97.1428571428571,7
2021-07-02,92.7142857142857,7
2021-07-09,94.1428571428571,7
2021-07-16,89.8571428571429,7
2021-07-23,84.2857142857143,7
2021-07-30,93.1428571428571,7
2021-08-06,88.7142857142857,7
2021-08-13,85.5714285714286,7
2021-08-20,93.4285714285714,7
2021-08-27,89.5714285714286,7
2021-09-03,91.5714285714286,7
2021-09-10,95.5714285714286,7
2021-09-17,90.7142857142857,7
2021-09-24,81.7142857142857,7
2021-10-01,87.7142857142857,7
2021-10-08,79.8571428571429,7
2021-10-15,84,7
2021-10-22,81.1428571428571,7
2021-10-29,83.5714285714286,7
2021-11-05,83.1428571428571,7
2021-11-12,81.4285714285714,7
2021-11-19,74.2857142857143,7
2021-11-26,75.5714285714286,7
2021-12-03,72.4285714285714,7
2021-12-10,67.2857142857143,7
2021-12-17,69,7
2021-12-24,59.5714285714286,7
2021-12-31,65.4285714285714,7
2022-01-07,69.1428571428571,7
2022-01-14,68.2857142857143,7
2022-01-21,65,7
2022-01-28,62.8571428571429,7
2022-02-04,67.4285714285714,7
2022-02-11,70.7142857142857,7
2022-02-18,65.5714285714286,7
2022-02-25,76.1428571428571,7
2022-03-04,66,7
2022-03-11,75.5714285714286,7
2022-03-18,74.2857142857143,7
2022-03-25,78.5714285714286,7
2022-04-01,83.5714285714286,7
2022-04-08,81.5714285714286,7
2022-04-15,89.2857142857143,7
2022-04-22,84.7142857142857,7
2022-04-29,86.4285714285714,7
2022-05-06,90,7
2022-05-13,94.7142857142857,7
2022-05-20,91.5714285714286,7
2022-05-27,94.1428571428571,7
2022-06-03,98.8571428571429,7
2022-06-10,102.571428571429,7
2022-06-17,94.8571428571429,7
2022-06-24,93.1428571428571,7
2022-07-01,93.7142857142857,7
2022-07-08,101.285714285714,7
2022-07-15,98.5714285714286,7
2022-07-22,88.2857142857143,7
2022-07-29,89.1428571428571,7
2022-08-05,90.8571428571429,7
2022-08-12,89.4285714285714,7
2022-08-19,85.2857142857143,7
2022-08-26,90.7142857142857,7
2022-09-02,90.2857142857143,7
2022-09-09,90.1428571428571,7
2022-09-16,94.2857142857143,7
2022-09-23,90.7142857142857,7
2022-09-30,84.4285714285714,7
2022-10-07,81,7
2022-10-14,80,7
2022-10-21,75.7142857142857,7
2022-10-28,73.2857142857143,7
2022-11-04,71.8571428571429,7
2022-11-11,68.5714285714286,7
2022-11-18,68.4285714285714,7
2022-11-25,68.1428571428571,7
2022-12-02,66.8571428571429,7
2022-12-09,60.5714285714286,7
2022-12-16,64.4285714285714,7
2022-12-23,69,7
2022-12-30,61.5714285714286,7
2023-01-06,70.5714285714286,7
2023-01-13,60.4285714285714,7
2023-01-20,55.2857142857143,7
2023-01-27,63.6666666666667,6
2023-02-03,68.7142857142857,7
2023-02-10,60.7142857142857,7
2023-02-17,61.8571428571429,7
2023-02-24,62.7142857142857,7
2023-03-03,73.1428571428571,7
2023-03-10,74.2857142857143,7
2023-03-17,68.5714285714286,7
2023-03-24,70.8571428571429,7
2023-03-31,73.4285714285714,7
2023-04-07,85.2857142857143,7
2023-04-14,81.1428571428571,7
2023-04-21,85.1428571428571,7
2023-04-28,85.7142857142857,7
2023-05-05,83.4285714285714,7
2023-05-12,89.4285714285714,7
2023-05-19,90,7
2023-05-26,89.4285714285714,7
2023-06-02,91.2857142857143,7
2023-06-09,91,7
2023-06-16,97.4285714285714,7
2023-06-23,102.857142857143,7
2023-06-30,103.428571428571,7
2023-07-07,101.142857142857,7
2023-07-14,104.571428571429,7
2023-07-21,102.285714285714,7
2023-07-28,98.7142857142857,7
2023-08-04,100.142857142857,7
2023-08-11,96.4285714285714,7
2023-08-18,90.2857142857143,7
2023-08-25,101,7
2023-09-01,94.4285714285714,7
2023-09-08,98.8571428571429,7
2023-09-15,93.5714285714286,7
2023-09-22,97,6
2023-09-29,93,2
